timestamp,R,G,B
24.0333,180.7109,138.7659,115.234
24.0667,180.9165,137.4004,115.1774
24.1,181.559,136.8427,115.4576
24.1333,181.7188,136.4871,115.5005
24.1667,181.3808,136.3171,115.2961
24.2,181.4347,136.9159,115.3991
24.2333,181.254,137.6185,115.3876
24.2667,180.8222,138.2146,115.2265
24.3,180.681,138.9598,115.2416
24.3333,180.3854,139.4122,115.1369
24.3667,180.0793,139.6747,115.003
24.4,180.2919,140.227,115.1865
24.4333,180.1307,140.4887,115.1312
24.4667,179.5647,140.549,114.8313
24.5,179.2147,140.9591,114.6917
24.5333,179.0697,141.7013,114.7044
24.5667,178.9397,142.5322,114.7362
24.6,178.8515,143.3067,114.7837
24.6333,178.5109,143.5987,114.6348
24.6667,178.194,143.4451,114.4437
24.7,178.6809,143.3439,114.6957
24.7333,179.0865,142.6019,114.8245
24.7667,179.2873,141.2327,114.7648
24.8,180.1894,140.1473,115.121
24.8333,180.8084,138.8417,115.2963
24.8667,180.9753,137.4461,115.215
24.9,181.4711,136.7743,115.4014
24.9333,181.4351,136.2665,115.3193
24.9667,181.6556,136.5308,115.4717
25.0,181.153,136.6967,115.2191
25.0333,181.1709,137.5538,115.3345
25.0667,180.8998,138.275,115.2761
25.1,180.3927,138.7356,115.0575
25.1333,180.1454,139.2255,114.9835
25.1667,180.1063,139.6957,115.0202
25.2,180.2191,140.1704,115.14
25.2333,179.7112,140.1624,114.8632
25.2667,179.696,140.6511,114.9151
25.3,179.5379,141.2104,114.8982
25.3333,179.0125,141.6568,114.6679
25.3667,178.6186,142.2824,114.531
25.4,178.7331,143.2146,114.7081
25.4333,178.5563,143.634,114.6637
25.4667,178.1581,143.4172,114.4208
25.5,179.0342,143.6187,114.9214
25.5333,178.7451,142.3364,114.6064
25.5667,179.518,141.4122,114.9123
25.6,179.6602,139.7357,114.7829
25.6333,180.5105,138.6101,115.106
25.6667,181.1644,137.5932,115.3358
25.7,181.4285,136.7412,115.3742
25.7333,181.8567,136.5944,115.5887
25.7667,181.2512,136.2163,115.2133
25.8,181.2477,136.7705,115.2797
25.8333,181.2949,137.6503,115.4137
25.8667,180.835,138.2245,115.2347
25.9,180.4805,138.8039,115.1136
25.9333,180.2457,139.3036,115.0476
25.9667,180.2512,139.8084,115.1128
26.0,180.1163,140.0905,115.0743
26.0333,179.5954,140.0723,114.7892
26.0667,179.4677,140.4736,114.7693
26.1,179.3335,141.0515,114.7676
26.1333,179.0372,141.676,114.6837
26.1667,178.778,142.4065,114.6329
26.2,178.4491,142.9938,114.5267
26.2333,178.3045,143.4382,114.5029
26.2667,178.7629,143.8876,114.8072
26.3,178.7661,143.4102,114.7501
26.3333,178.9458,142.4925,114.7346
26.3667,179.3884,141.3114,114.8294
26.4,180.1436,140.1117,115.0918
26.4333,180.3754,138.5049,115.0196
26.4667,181.1202,137.5588,115.3075
26.5,181.5916,136.8681,115.4784
26.5333,181.4581,136.2843,115.334
26.5667,181.2848,136.2424,115.2348
26.6,181.1751,136.7139,115.2332
26.6333,181.3057,137.6586,115.4206
26.6667,180.6556,138.085,115.1201
26.7,180.7812,139.0378,115.3057
26.7333,180.371,139.401,115.1277
26.7667,180.0893,139.6824,115.0094
26.8,179.9919,139.9937,114.9948
26.8333,179.9004,140.3095,114.984
26.8667,179.6503,140.6156,114.886
26.9,179.42,141.1187,114.8228
26.9333,179.2642,141.8526,114.8287
26.9667,179.1375,142.6861,114.8626
27.0,178.774,143.2464,114.7342
27.0333,178.3995,143.5121,114.5636
27.0667,178.1344,143.3987,114.4056
27.1,178.9346,143.5412,114.8578
27.1333,178.7727,142.3579,114.624
27.1667,179.6574,141.5206,115.0013
27.2,180.0384,140.0298,115.0245
27.2333,180.4666,138.5759,115.0779
27.2667,180.9229,137.4054,115.1815
27.3,181.1937,136.5586,115.2242
27.3333,181.4604,136.2861,115.3355
27.3667,181.5425,136.4428,115.3994
27.4,181.1746,136.7136,115.233
27.4333,181.1132,137.5089,115.2976
27.4667,180.4699,137.9406,115.0014
27.5,180.548,138.8564,115.1567
27.5333,180.5313,139.5257,115.2301
27.5667,180.3099,139.854,115.1503
27.6,180.0779,140.0606,115.0498
27.6333,179.5259,140.0183,114.7448
27.6667,179.4147,140.4323,114.7354
27.7,179.4439,141.1373,114.8381
27.7333,179.2287,141.825,114.806
27.7667,178.9051,142.5053,114.7141
27.8,178.7181,143.203,114.6985
27.8333,178.3392,143.4652,114.5251
27.8667,178.647,143.7974,114.7331
27.9,178.3235,143.0659,114.4673
27.9333,178.9403,142.4882,114.7311
27.9667,179.5924,141.4701,114.9598
28.0,179.8141,139.8554,114.8812
28.0333,180.6349,138.7067,115.1854
28.0667,180.7573,137.2766,115.0757
28.1,181.2215,136.5802,115.2419
28.1333,181.4268,136.26,115.314
28.1667,181.8517,136.6833,115.5969
28.2,181.3389,136.8413,115.3379
28.2333,180.731,137.2117,115.0534
28.2667,180.8711,138.2526,115.2577
28.3,180.7733,139.0316,115.3006
28.3333,180.3085,139.3524,115.0877
28.3667,180.1376,139.72,115.0402
28.4,179.9902,139.9924,114.9937
28.4333,180.0019,140.3886,115.0489
28.4667,179.8348,140.7591,115.0038
28.5,179.7232,141.3545,115.0166
28.5333,179.4262,141.9786,114.9322
28.5667,178.682,142.3318,114.5716
28.6,178.6071,143.1167,114.6276
28.6333,178.6352,143.6954,114.7142
28.6667,178.5617,143.7311,114.6787
28.7,178.7574,143.4033,114.7445
28.7333,178.7902,142.3715,114.6352
28.7667,179.3976,141.3185,114.8353
28.8,180.0139,140.0108,115.0089
28.8333,180.4875,138.5921,115.0913
28.8667,181.2784,137.6818,115.4086
28.9,181.4924,136.7909,115.415
28.9333,181.5859,136.3837,115.4156
28.9667,181.3965,136.3293,115.3061
29.0,181.5232,136.9847,115.4556
29.0333,181.4432,137.7656,115.5084
29.0667,180.8723,138.2536,115.2585
29.1,180.2803,138.6482,114.9857
29.1333,180.0342,139.139,114.9125
29.1667,179.8984,139.5339,114.8874
29.2,180.4194,140.3262,115.2679
29.2333,179.7923,140.2255,114.915
29.2667,179.9513,140.8497,115.0782
29.3,179.4448,141.138,114.8387
29.3333,179.5724,142.0923,115.0256
29.3667,178.9126,142.5111,114.7189
29.4,178.5805,143.0959,114.6106
29.4333,178.5065,143.5953,114.632
29.4667,178.3182,143.5417,114.5231
29.5,178.6648,143.3313,114.6854
29.5333,178.8372,142.408,114.6652
29.5667,179.1502,141.1261,114.6773
29.6,180.2871,140.2233,115.1834
29.6333,180.499,138.6011,115.0986
29.6667,181.0061,137.4701,115.2346
29.7,181.2617,136.6115,115.2677
29.7333,181.5428,136.3503,115.3882
29.7667,181.4452,136.3672,115.3372
29.8,181.5094,136.974,115.4469
29.8333,181.1321,137.5236,115.3096
29.8667,180.7808,138.1824,115.2001
29.9,180.9038,139.1331,115.384
29.9333,180.277,139.3279,115.0676
29.9667,180.1984,139.7672,115.079
